id,idx,category_id
905d9bc0-21bc-11ea-a13a-137349068a90,1,372
905daf02-21bc-11ea-a13a-137349068a90,1,112
905dc244-21bc-11ea-a13a-137349068a90,1,3
905dcd34-21bc-11ea-a13a-137349068a90,1,102
905dd392-21bc-11ea-a13a-137349068a90,1,111
905dd6a8-21bc-11ea-a13a-137349068a90,1,372
905dd6a8-21bc-11ea-a13a-137349068a90,2,372
905df9ee-21bc-11ea-a13a-137349068a90,1,32
905e0088-21bc-11ea-a13a-137349068a90,1,90
905e0812-21bc-11ea-a13a-137349068a90,1,6
905e0bb4-21bc-11ea-a13a-137349068a90,1,376
905e1a32-21bc-11ea-a13a-137349068a90,1,96
905e2518-21bc-11ea-a13a-137349068a90,1,2
905e2c48-21bc-11ea-a13a-137349068a90,1,71
905e2fb8-21bc-11ea-a13a-137349068a90,1,115
905e3724-21bc-11ea-a13a-137349068a90,1,96
905e3724-21bc-11ea-a13a-137349068a90,2,96
905e3724-21bc-11ea-a13a-137349068a90,3,96
905e3724-21bc-11ea-a13a-137349068a90,4,96
905e3724-21bc-11ea-a13a-137349068a90,5,96
905e4296-21bc-11ea-a13a-137349068a90,1,116
905e45fc-21bc-11ea-a13a-137349068a90,1,371
905e5a92-21bc-11ea-a13a-137349068a90,1,71
905e5dee-21bc-11ea-a13a-137349068a90,1,371
905e6488-21bc-11ea-a13a-137349068a90,1,372
905e6488-21bc-11ea-a13a-137349068a90,2,372
905e6f96-21bc-11ea-a13a-137349068a90,1,8
905e9520-21bc-11ea-a13a-137349068a90,1,566
905e980e-21bc-11ea-a13a-137349068a90,1,96
905e980e-21bc-11ea-a13a-137349068a90,2,96
905e980e-21bc-11ea-a13a-137349068a90,3,96
905e980e-21bc-11ea-a13a-137349068a90,4,96
905e980e-21bc-11ea-a13a-137349068a90,5,96
905e980e-21bc-11ea-a13a-137349068a90,6,96
905e980e-21bc-11ea-a13a-137349068a90,7,96
905e9e6c-21bc-11ea-a13a-137349068a90,1,116
905ed882-21bc-11ea-a13a-137349068a90,1,0
905edc60-21bc-11ea-a13a-137349068a90,1,310
905ee3a4-21bc-11ea-a13a-137349068a90,1,96
905ee3a4-21bc-11ea-a13a-137349068a90,2,96
905ee3a4-21bc-11ea-a13a-137349068a90,3,96
905ee3a4-21bc-11ea-a13a-137349068a90,4,96
905eff42-21bc-11ea-a13a-137349068a90,1,372
905f2fa8-21bc-11ea-a13a-137349068a90,1,375
905f3480-21bc-11ea-a13a-137349068a90,1,317
905f528a-21bc-11ea-a13a-137349068a90,1,374
905f528a-21bc-11ea-a13a-137349068a90,2,374
905f528a-21bc-11ea-a13a-137349068a90,3,374
905f61bc-21bc-11ea-a13a-137349068a90,1,2
905f65a4-21bc-11ea-a13a-137349068a90,1,315
905f74ea-21bc-11ea-a13a-137349068a90,1,374
905f7f94-21bc-11ea-a13a-137349068a90,1,96
905f9092-21bc-11ea-a13a-137349068a90,1,2
905f97ae-21bc-11ea-a13a-137349068a90,1,96
905f97ae-21bc-11ea-a13a-137349068a90,2,96
905f97ae-21bc-11ea-a13a-137349068a90,3,96
905f97ae-21bc-11ea-a13a-137349068a90,4,96
905f9dc6-21bc-11ea-a13a-137349068a90,1,374
905facbc-21bc-11ea-a13a-137349068a90,1,111
905fc5da-21bc-11ea-a13a-137349068a90,1,315
905fc5da-21bc-11ea-a13a-137349068a90,2,315
905fe466-21bc-11ea-a13a-137349068a90,1,10
905ff668-21bc-11ea-a13a-137349068a90,1,317
905ff910-21bc-11ea-a13a-137349068a90,1,96
905ff910-21bc-11ea-a13a-137349068a90,2,96
905ff910-21bc-11ea-a13a-137349068a90,3,96
905ff910-21bc-11ea-a13a-137349068a90,4,96
905ff910-21bc-11ea-a13a-137349068a90,5,96
906007ac-21bc-11ea-a13a-137349068a90,1,96
90600eaa-21bc-11ea-a13a-137349068a90,1,96
90600eaa-21bc-11ea-a13a-137349068a90,2,96
90600eaa-21bc-11ea-a13a-137349068a90,3,96
90600eaa-21bc-11ea-a13a-137349068a90,4,96
90600eaa-21bc-11ea-a13a-137349068a90,5,96
90600eaa-21bc-11ea-a13a-137349068a90,6,96
90602624-21bc-11ea-a13a-137349068a90,1,372
9060299e-21bc-11ea-a13a-137349068a90,1,111
90602d40-21bc-11ea-a13a-137349068a90,1,115
9060365a-21bc-11ea-a13a-137349068a90,1,317
90603c4a-21bc-11ea-a13a-137349068a90,1,374
90603c4a-21bc-11ea-a13a-137349068a90,2,374
90603f56-21bc-11ea-a13a-137349068a90,1,376
90604af0-21bc-11ea-a13a-137349068a90,1,317
90604af0-21bc-11ea-a13a-137349068a90,2,317
90605482-21bc-11ea-a13a-137349068a90,1,96
90605482-21bc-11ea-a13a-137349068a90,2,96
90605482-21bc-11ea-a13a-137349068a90,3,96
90605482-21bc-11ea-a13a-137349068a90,4,96
90606418-21bc-11ea-a13a-137349068a90,1,371
90606b66-21bc-11ea-a13a-137349068a90,1,3
90606dfa-21bc-11ea-a13a-137349068a90,1,374
9060758e-21bc-11ea-a13a-137349068a90,1,315
906081f0-21bc-11ea-a13a-137349068a90,1,317
90608862-21bc-11ea-a13a-137349068a90,1,78
90608862-21bc-11ea-a13a-137349068a90,2,78
90608862-21bc-11ea-a13a-137349068a90,3,78
90608f56-21bc-11ea-a13a-137349068a90,1,90
90608f56-21bc-11ea-a13a-137349068a90,2,90
90608f56-21bc-11ea-a13a-137349068a90,3,90
90608f56-21bc-11ea-a13a-137349068a90,4,90
9060c886-21bc-11ea-a13a-137349068a90,1,96
9060cb74-21bc-11ea-a13a-137349068a90,1,2
9060cb74-21bc-11ea-a13a-137349068a90,2,2
9060d146-21bc-11ea-a13a-137349068a90,1,8
9060d448-21bc-11ea-a13a-137349068a90,1,372
9060daba-21bc-11ea-a13a-137349068a90,1,96
9060e0a0-21bc-11ea-a13a-137349068a90,1,372
9060ef6e-21bc-11ea-a13a-137349068a90,1,380
9060f2c0-21bc-11ea-a13a-137349068a90,1,374
9060f9e6-21bc-11ea-a13a-137349068a90,1,110
9060fcde-21bc-11ea-a13a-137349068a90,1,374
9061003a-21bc-11ea-a13a-137349068a90,1,317
9061062a-21bc-11ea-a13a-137349068a90,1,2
90610f12-21bc-11ea-a13a-137349068a90,1,371
90611b24-21bc-11ea-a13a-137349068a90,1,96
90611b24-21bc-11ea-a13a-137349068a90,2,96
90611b24-21bc-11ea-a13a-137349068a90,3,96
90611ea8-21bc-11ea-a13a-137349068a90,1,139
90613136-21bc-11ea-a13a-137349068a90,1,70
90613136-21bc-11ea-a13a-137349068a90,2,70
90613136-21bc-11ea-a13a-137349068a90,3,70
9061350a-21bc-11ea-a13a-137349068a90,1,376
906141da-21bc-11ea-a13a-137349068a90,1,310
90615ae4-21bc-11ea-a13a-137349068a90,1,96
90615ae4-21bc-11ea-a13a-137349068a90,2,96
90615ae4-21bc-11ea-a13a-137349068a90,3,96
906164b2-21bc-11ea-a13a-137349068a90,1,317
90616ee4-21bc-11ea-a13a-137349068a90,1,376
90618276-21bc-11ea-a13a-137349068a90,1,2
9061bb10-21bc-11ea-a13a-137349068a90,1,317
9061bb10-21bc-11ea-a13a-137349068a90,2,317
9061ceb6-21bc-11ea-a13a-137349068a90,1,371
9061dc26-21bc-11ea-a13a-137349068a90,1,372
9061e73e-21bc-11ea-a13a-137349068a90,1,90
9061e73e-21bc-11ea-a13a-137349068a90,2,90
9061e73e-21bc-11ea-a13a-137349068a90,3,90
9061e73e-21bc-11ea-a13a-137349068a90,4,90
9061ec84-21bc-11ea-a13a-137349068a90,1,378
9061f44a-21bc-11ea-a13a-137349068a90,1,96
90620f52-21bc-11ea-a13a-137349068a90,1,245
90621aa6-21bc-11ea-a13a-137349068a90,1,3
90621e8e-21bc-11ea-a13a-137349068a90,1,374
90621e8e-21bc-11ea-a13a-137349068a90,2,374
90621e8e-21bc-11ea-a13a-137349068a90,3,374
90622398-21bc-11ea-a13a-137349068a90,1,258
90622398-21bc-11ea-a13a-137349068a90,2,258
90622398-21bc-11ea-a13a-137349068a90,3,258
90622398-21bc-11ea-a13a-137349068a90,4,258
90622398-21bc-11ea-a13a-137349068a90,5,258
90623b1c-21bc-11ea-a13a-137349068a90,1,91
90623b1c-21bc-11ea-a13a-137349068a90,2,91
90624710-21bc-11ea-a13a-137349068a90,1,115
90625a2a-21bc-11ea-a13a-137349068a90,1,256
90625a2a-21bc-11ea-a13a-137349068a90,2,256
90626696-21bc-11ea-a13a-137349068a90,1,317
9062750a-21bc-11ea-a13a-137349068a90,1,144
906278ca-21bc-11ea-a13a-137349068a90,1,372
90627cd0-21bc-11ea-a13a-137349068a90,1,96
906280d6-21bc-11ea-a13a-137349068a90,1,370
906288d8-21bc-11ea-a13a-137349068a90,1,0
90628f2c-21bc-11ea-a13a-137349068a90,1,163
906294b8-21bc-11ea-a13a-137349068a90,1,2
9062ab06-21bc-11ea-a13a-137349068a90,1,110
9062ade0-21bc-11ea-a13a-137349068a90,1,317
9062b5a6-21bc-11ea-a13a-137349068a90,1,111
9062b95c-21bc-11ea-a13a-137349068a90,1,375
9062c7bc-21bc-11ea-a13a-137349068a90,1,71
9062c7bc-21bc-11ea-a13a-137349068a90,2,71
9062c7bc-21bc-11ea-a13a-137349068a90,3,71
9062c7bc-21bc-11ea-a13a-137349068a90,4,71
9062c7bc-21bc-11ea-a13a-137349068a90,5,71
9062c7bc-21bc-11ea-a13a-137349068a90,6,71
9062c7bc-21bc-11ea-a13a-137349068a90,7,71
9062c7bc-21bc-11ea-a13a-137349068a90,8,71
9062c7bc-21bc-11ea-a13a-137349068a90,9,71
9062c7bc-21bc-11ea-a13a-137349068a90,10,71
9062c7bc-21bc-11ea-a13a-137349068a90,11,71
9062c7bc-21bc-11ea-a13a-137349068a90,12,71
9062c7bc-21bc-11ea-a13a-137349068a90,13,71
9062c7bc-21bc-11ea-a13a-137349068a90,14,71
9062c7bc-21bc-11ea-a13a-137349068a90,15,71
9062cd98-21bc-11ea-a13a-137349068a90,1,374
9062cd98-21bc-11ea-a13a-137349068a90,2,374
9062deb4-21bc-11ea-a13a-137349068a90,1,2
9062deb4-21bc-11ea-a13a-137349068a90,2,2
9062e346-21bc-11ea-a13a-137349068a90,1,372
9062e346-21bc-11ea-a13a-137349068a90,2,372
9062f584-21bc-11ea-a13a-137349068a90,1,6
9062f930-21bc-11ea-a13a-137349068a90,1,317
90630ace-21bc-11ea-a13a-137349068a90,1,96
90630ace-21bc-11ea-a13a-137349068a90,2,96
90630ace-21bc-11ea-a13a-137349068a90,3,96
90630ace-21bc-11ea-a13a-137349068a90,4,96
90630ea2-21bc-11ea-a13a-137349068a90,1,0
90631a8c-21bc-11ea-a13a-137349068a90,1,177
90632630-21bc-11ea-a13a-137349068a90,1,115
90633f44-21bc-11ea-a13a-137349068a90,1,115
90634e30-21bc-11ea-a13a-137349068a90,1,6
90635556-21bc-11ea-a13a-137349068a90,1,71
90635556-21bc-11ea-a13a-137349068a90,2,71
90635556-21bc-11ea-a13a-137349068a90,3,71
90635556-21bc-11ea-a13a-137349068a90,4,71
90635556-21bc-11ea-a13a-137349068a90,5,71
90636032-21bc-11ea-a13a-137349068a90,1,317
90636708-21bc-11ea-a13a-137349068a90,1,112
90636dde-21bc-11ea-a13a-137349068a90,1,96
90636dde-21bc-11ea-a13a-137349068a90,2,96
90636dde-21bc-11ea-a13a-137349068a90,3,96
90636dde-21bc-11ea-a13a-137349068a90,4,96
90636dde-21bc-11ea-a13a-137349068a90,5,96
90637568-21bc-11ea-a13a-137349068a90,1,71
90637568-21bc-11ea-a13a-137349068a90,2,71
90637568-21bc-11ea-a13a-137349068a90,3,71
90637568-21bc-11ea-a13a-137349068a90,4,71
90637568-21bc-11ea-a13a-137349068a90,5,71
90637568-21bc-11ea-a13a-137349068a90,6,71
90637568-21bc-11ea-a13a-137349068a90,7,71
90637568-21bc-11ea-a13a-137349068a90,8,71
90637568-21bc-11ea-a13a-137349068a90,9,71
90637568-21bc-11ea-a13a-137349068a90,10,71
90637568-21bc-11ea-a13a-137349068a90,11,71
9063a984-21bc-11ea-a13a-137349068a90,1,374
9063a984-21bc-11ea-a13a-137349068a90,2,374
9063adb2-21bc-11ea-a13a-137349068a90,1,372
9063b12c-21bc-11ea-a13a-137349068a90,1,380
9063b7bc-21bc-11ea-a13a-137349068a90,1,372
9063c3a6-21bc-11ea-a13a-137349068a90,1,380
9063ddfa-21bc-11ea-a13a-137349068a90,1,111
9063ddfa-21bc-11ea-a13a-137349068a90,2,111
9063e566-21bc-11ea-a13a-137349068a90,1,317
9063e566-21bc-11ea-a13a-137349068a90,2,317
9063ecd2-21bc-11ea-a13a-137349068a90,1,374
90641b58-21bc-11ea-a13a-137349068a90,1,10
90642c1a-21bc-11ea-a13a-137349068a90,1,90
90643818-21bc-11ea-a13a-137349068a90,1,102
90644754-21bc-11ea-a13a-137349068a90,1,3
90645424-21bc-11ea-a13a-137349068a90,1,316
90645bd6-21bc-11ea-a13a-137349068a90,1,112
90645bd6-21bc-11ea-a13a-137349068a90,2,112
90645df2-21bc-11ea-a13a-137349068a90,1,376
906470f8-21bc-11ea-a13a-137349068a90,1,97
906476d4-21bc-11ea-a13a-137349068a90,1,3
90647c56-21bc-11ea-a13a-137349068a90,1,110
9064891c-21bc-11ea-a13a-137349068a90,1,317
90648ffc-21bc-11ea-a13a-137349068a90,1,372
9064972c-21bc-11ea-a13a-137349068a90,1,50
90649a7e-21bc-11ea-a13a-137349068a90,1,317
90649fba-21bc-11ea-a13a-137349068a90,1,371
9064af6e-21bc-11ea-a13a-137349068a90,1,318
9064b3c4-21bc-11ea-a13a-137349068a90,1,115
9064b5e0-21bc-11ea-a13a-137349068a90,1,376
9064bb4e-21bc-11ea-a13a-137349068a90,1,71
9064bfc2-21bc-11ea-a13a-137349068a90,1,96
9064bfc2-21bc-11ea-a13a-137349068a90,2,96
9064bfc2-21bc-11ea-a13a-137349068a90,3,96
9064bfc2-21bc-11ea-a13a-137349068a90,4,96
9064c6de-21bc-11ea-a13a-137349068a90,1,115
9064cbf2-21bc-11ea-a13a-137349068a90,1,6
9064d91c-21bc-11ea-a13a-137349068a90,1,372
9064db60-21bc-11ea-a13a-137349068a90,1,317
9064e18c-21bc-11ea-a13a-137349068a90,1,177
9064e966-21bc-11ea-a13a-137349068a90,1,91
9064f00a-21bc-11ea-a13a-137349068a90,1,6
9064f384-21bc-11ea-a13a-137349068a90,1,96
9064f384-21bc-11ea-a13a-137349068a90,2,96
9064f384-21bc-11ea-a13a-137349068a90,3,96
9064f384-21bc-11ea-a13a-137349068a90,4,96
9064f384-21bc-11ea-a13a-137349068a90,5,96
9064f76c-21bc-11ea-a13a-137349068a90,1,0
9064fe4c-21bc-11ea-a13a-137349068a90,1,240
906502de-21bc-11ea-a13a-137349068a90,1,243
90650c52-21bc-11ea-a13a-137349068a90,1,243
9065129c-21bc-11ea-a13a-137349068a90,1,380
90651c7e-21bc-11ea-a13a-137349068a90,1,99
906520c0-21bc-11ea-a13a-137349068a90,1,372
906526ec-21bc-11ea-a13a-137349068a90,1,78
906526ec-21bc-11ea-a13a-137349068a90,2,78
906526ec-21bc-11ea-a13a-137349068a90,3,78
906526ec-21bc-11ea-a13a-137349068a90,4,78
906526ec-21bc-11ea-a13a-137349068a90,5,78
90652eb2-21bc-11ea-a13a-137349068a90,1,115
9065433e-21bc-11ea-a13a-137349068a90,1,127
9065433e-21bc-11ea-a13a-137349068a90,2,127
9065433e-21bc-11ea-a13a-137349068a90,3,127
90654bc2-21bc-11ea-a13a-137349068a90,1,258
90655766-21bc-11ea-a13a-137349068a90,1,111
90655ab8-21bc-11ea-a13a-137349068a90,1,3
90656044-21bc-11ea-a13a-137349068a90,1,10
90657d5e-21bc-11ea-a13a-137349068a90,1,91
9065979e-21bc-11ea-a13a-137349068a90,1,379
9065979e-21bc-11ea-a13a-137349068a90,2,379
9065acde-21bc-11ea-a13a-137349068a90,1,371
9065af22-21bc-11ea-a13a-137349068a90,1,90
9065af22-21bc-11ea-a13a-137349068a90,2,90
9065af22-21bc-11ea-a13a-137349068a90,3,90
9065af22-21bc-11ea-a13a-137349068a90,4,90
9065af22-21bc-11ea-a13a-137349068a90,5,90
9065b54e-21bc-11ea-a13a-137349068a90,1,384
9065bbd4-21bc-11ea-a13a-137349068a90,1,10
9065c2dc-21bc-11ea-a13a-137349068a90,1,371
9065c6ec-21bc-11ea-a13a-137349068a90,1,96
9065c6ec-21bc-11ea-a13a-137349068a90,2,96
9065c6ec-21bc-11ea-a13a-137349068a90,3,96
9065ca84-21bc-11ea-a13a-137349068a90,1,310
9065d812-21bc-11ea-a13a-137349068a90,1,317
9065de7a-21bc-11ea-a13a-137349068a90,1,317
9066008a-21bc-11ea-a13a-137349068a90,1,374
90660e18-21bc-11ea-a13a-137349068a90,1,72
90660e18-21bc-11ea-a13a-137349068a90,2,72
90660e18-21bc-11ea-a13a-137349068a90,3,72
9066149e-21bc-11ea-a13a-137349068a90,1,372
906617b4-21bc-11ea-a13a-137349068a90,1,320
9066247a-21bc-11ea-a13a-137349068a90,1,374
90663226-21bc-11ea-a13a-137349068a90,1,259
90663564-21bc-11ea-a13a-137349068a90,1,380
90663884-21bc-11ea-a13a-137349068a90,1,317
90664234-21bc-11ea-a13a-137349068a90,1,243
90664c02-21bc-11ea-a13a-137349068a90,1,371
90664c02-21bc-11ea-a13a-137349068a90,2,371
9066562a-21bc-11ea-a13a-137349068a90,1,372
90665a12-21bc-11ea-a13a-137349068a90,1,374
90665a12-21bc-11ea-a13a-137349068a90,2,374
90666188-21bc-11ea-a13a-137349068a90,1,91
906664bc-21bc-11ea-a13a-137349068a90,1,376
90667204-21bc-11ea-a13a-137349068a90,1,258
9066752e-21bc-11ea-a13a-137349068a90,1,96
90667876-21bc-11ea-a13a-137349068a90,1,6
9066867c-21bc-11ea-a13a-137349068a90,1,317
906689e2-21bc-11ea-a13a-137349068a90,1,26
906689e2-21bc-11ea-a13a-137349068a90,2,26
90669fd6-21bc-11ea-a13a-137349068a90,1,110
9066a31e-21bc-11ea-a13a-137349068a90,1,90
9066a31e-21bc-11ea-a13a-137349068a90,2,90
9066a31e-21bc-11ea-a13a-137349068a90,3,90
9066a31e-21bc-11ea-a13a-137349068a90,4,90
9066a31e-21bc-11ea-a13a-137349068a90,5,90
9066a792-21bc-11ea-a13a-137349068a90,1,245
9066a792-21bc-11ea-a13a-137349068a90,2,245
9066ab16-21bc-11ea-a13a-137349068a90,1,112
9066c2c2-21bc-11ea-a13a-137349068a90,1,374
9066c2c2-21bc-11ea-a13a-137349068a90,2,374
9066d67c-21bc-11ea-a13a-137349068a90,1,380
9066fb02-21bc-11ea-a13a-137349068a90,1,374
9066fee0-21bc-11ea-a13a-137349068a90,1,240
906713d0-21bc-11ea-a13a-137349068a90,1,402
90671736-21bc-11ea-a13a-137349068a90,1,71
90671736-21bc-11ea-a13a-137349068a90,2,71
90671736-21bc-11ea-a13a-137349068a90,3,71
90671736-21bc-11ea-a13a-137349068a90,4,71
90671736-21bc-11ea-a13a-137349068a90,5,71
90671736-21bc-11ea-a13a-137349068a90,6,71
90671736-21bc-11ea-a13a-137349068a90,7,71
90672226-21bc-11ea-a13a-137349068a90,1,372
906725aa-21bc-11ea-a13a-137349068a90,1,8
906725aa-21bc-11ea-a13a-137349068a90,2,8
906725aa-21bc-11ea-a13a-137349068a90,3,8
906725aa-21bc-11ea-a13a-137349068a90,4,8
90673810-21bc-11ea-a13a-137349068a90,1,374
90673bd0-21bc-11ea-a13a-137349068a90,1,115
906761c8-21bc-11ea-a13a-137349068a90,1,372
90676f06-21bc-11ea-a13a-137349068a90,1,96
90676f06-21bc-11ea-a13a-137349068a90,2,96
9067723a-21bc-11ea-a13a-137349068a90,1,372
906776a4-21bc-11ea-a13a-137349068a90,1,374
90677e6a-21bc-11ea-a13a-137349068a90,1,145
90677e6a-21bc-11ea-a13a-137349068a90,2,145
90679350-21bc-11ea-a13a-137349068a90,1,374
9067a002-21bc-11ea-a13a-137349068a90,1,96
9067a002-21bc-11ea-a13a-137349068a90,2,96
9067a002-21bc-11ea-a13a-137349068a90,3,96
9067a75a-21bc-11ea-a13a-137349068a90,1,0
9067a962-21bc-11ea-a13a-137349068a90,1,372
9067b29a-21bc-11ea-a13a-137349068a90,1,372
9067b29a-21bc-11ea-a13a-137349068a90,2,372
9067c348-21bc-11ea-a13a-137349068a90,1,8
9067c348-21bc-11ea-a13a-137349068a90,2,8
9067c348-21bc-11ea-a13a-137349068a90,3,8
9067d14e-21bc-11ea-a13a-137349068a90,1,110
9067d14e-21bc-11ea-a13a-137349068a90,2,110
9067d4dc-21bc-11ea-a13a-137349068a90,1,372
9067d87e-21bc-11ea-a13a-137349068a90,1,259
9067db26-21bc-11ea-a13a-137349068a90,1,90
9067db26-21bc-11ea-a13a-137349068a90,2,90
9067db26-21bc-11ea-a13a-137349068a90,3,90
9067db26-21bc-11ea-a13a-137349068a90,4,90
9067db26-21bc-11ea-a13a-137349068a90,5,90
9067e0ee-21bc-11ea-a13a-137349068a90,1,256
9067ec42-21bc-11ea-a13a-137349068a90,1,372
9067f020-21bc-11ea-a13a-137349068a90,1,116
9067f3d6-21bc-11ea-a13a-137349068a90,1,90
9067f3d6-21bc-11ea-a13a-137349068a90,2,90
9067f3d6-21bc-11ea-a13a-137349068a90,3,90
9067f7e6-21bc-11ea-a13a-137349068a90,1,372
906804a2-21bc-11ea-a13a-137349068a90,1,371
90680cb8-21bc-11ea-a13a-137349068a90,1,24
906817da-21bc-11ea-a13a-137349068a90,1,372
90681b54-21bc-11ea-a13a-137349068a90,1,372
90682248-21bc-11ea-a13a-137349068a90,1,2
9068298c-21bc-11ea-a13a-137349068a90,1,380
90682da6-21bc-11ea-a13a-137349068a90,1,374
906830d0-21bc-11ea-a13a-137349068a90,1,3
906834e0-21bc-11ea-a13a-137349068a90,1,2
906834e0-21bc-11ea-a13a-137349068a90,2,2
906838c8-21bc-11ea-a13a-137349068a90,1,96
9068709a-21bc-11ea-a13a-137349068a90,1,2
9068709a-21bc-11ea-a13a-137349068a90,2,2
9068709a-21bc-11ea-a13a-137349068a90,3,2
9068709a-21bc-11ea-a13a-137349068a90,4,2
9068709a-21bc-11ea-a13a-137349068a90,5,2
